date,close,adjclose
2025-12-04,622.94,621.355
2025-12-05,625.48,623.8885
2025-12-08,624.28,622.6915
2025-12-09,625.05,623.4595
2025-12-10,627.61,626.0131
2025-12-11,625.58,623.9883
2025-12-12,613.62,612.0587
2025-12-15,610.54,608.9865
2025-12-16,611.75,610.1934
2025-12-17,600.41,598.8823
2025-12-18,609.11,607.5601
2025-12-19,617.05,615.48
2025-12-22,619.21,618.4302
2025-12-23,622.11,621.3265
2025-12-24,623.93,623.1443
2025-12-26,623.89,623.1043
2025-12-29,620.87,620.0881
2025-12-30,619.43,618.6499
2025-12-31,614.31,613.5364
2026-01-02,613.12,612.3479
2026-01-05,617.99,617.2117
2026-01-06,623.42,622.6349
2026-01-07,624.02,623.2342
2026-01-08,620.47,619.6886
2026-01-09,626.65,625.8608
2026-01-12,627.17,626.3802
2026-01-13,626.24,625.4514
2026-01-14,619.55,618.7698
2026-01-15,621.78,620.997
2026-01-16,621.26,620.4777
2026-01-20,608.06,607.2943
2026-01-21,616.28,615.5039
2026-01-22,620.76,619.9783
2026-01-23,622.72,621.9358
2026-01-26,625.46,624.6724
2026-01-27,631.13,630.3352
2026-01-28,633.22,632.4225
2026-01-29,629.43,628.6373
2026-01-30,621.87,621.0869
2026-02-02,626.14,625.3515
2026-02-03,616.52,615.7436
2026-02-04,605.75,604.9872
2026-02-05,597.03,596.2782
2026-02-06,609.65,608.8823
2026-02-09,614.32,613.5464
2026-02-10,611.47,610.7
2026-02-11,613.11,612.3379
2026-02-12,600.64,599.8836
2026-02-13,601.92,601.162
2026-02-17,601.30,600.5427
2026-02-18,605.79,605.0271
2026-02-19,603.47,602.71
2026-02-20,608.81,608.0433
2026-02-23,601.41,600.6526
2026-02-24,607.87,607.1045
2026-02-25,616.68,615.9034
2026-02-26,609.24,608.4728
2026-02-27,607.29,606.5252
2026-03-02,608.09,607.3242
2026-03-03,601.58,600.8224
2026-03-04,610.75,609.9809
2026-03-05,608.91,608.1431
2026-03-06,599.75,598.9947
2026-03-09,607.76,606.9946
2026-03-10,607.77,607.0046
2026-03-11,607.69,606.9247
2026-03-12,597.26,596.5079
2026-03-13,593.72,592.9723
2026-03-16,600.38,599.6239
2026-03-17,603.31,602.5502
2026-03-18,594.90,594.1509
2026-03-19,593.02,592.2732
2026-03-20,582.06,581.327
2026-03-23,588.00,588
2026-03-24,583.98,583.98
2026-03-25,587.82,587.82
2026-03-26,573.79,573.79
2026-03-27,562.58,562.58
2026-03-30,558.28,558.28
2026-03-31,577.18,577.18
2026-04-01,584.31,584.31
2026-04-02,584.98,584.98
2026-04-06,588.50,588.5
2026-04-07,588.59,588.59
2026-04-08,606.09,606.09
2026-04-09,610.19,610.19
2026-04-10,611.07,611.07
2026-04-13,617.39,617.39
2026-04-14,628.60,628.6
2026-04-15,637.40,637.4
2026-04-16,640.47,640.47
2026-04-17,648.85,648.85
2026-04-20,646.79,646.79
2026-04-21,644.33,644.33
2026-04-22,655.11,655.11
2026-04-23,651.42,651.42
2026-04-24,663.88,663.88
2026-04-27,664.23,664.23
2026-04-28,657.55,657.55
2026-04-29,661.57,661.57
2026-04-30,667.74,667.74
2026-05-01,674.15,674.15
2026-05-04,672.88,672.88
2026-05-05,681.61,681.61
2026-05-06,695.77,695.77
2026-05-07,694.94,694.94
2026-05-08,711.23,711.23
2026-05-11,713.29,713.29
2026-05-12,707.24,707.24
2026-05-13,714.71,714.71
2026-05-14,719.79,719.79
2026-05-15,708.93,708.93
2026-05-18,705.88,705.88
2026-05-19,701.53,701.53
2026-05-20,713.15,713.15
2026-05-21,714.51,714.51
2026-05-22,717.54,717.54
2026-05-26,730.28,730.28
